単語,元単語,問題ID,読み方,別解,別表記,意味,追記,レベル,画像,切り抜き画像,Tags
遖,,Lv05_0065,あっぱれ,,天晴,賞賛に値するほど見事なさま。,,05,"<img src=""Lv05_0065.png"">","<img src=""Lv05_0065_cropped.png"">",漢字でGO!-05
天晴,遖,Lv05_0065,あっぱれ,,遖,賞賛に値するほど見事なさま。,,05,"<img src=""Lv05_0065.png"">","<img src=""Lv05_0065_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
耘る,,Lv05_0066,くさぎる,,草切る・耨る・薅る・𫅿る,田畑の雑草を刈り除く。除草する。,,05,"<img src=""Lv05_0066.png"">","<img src=""Lv05_0066_cropped.png"">",漢字でGO!-05
草切る,耘る,Lv05_0066,くさぎる,,耘る・耨る・薅る・𫅿る,田畑の雑草を刈り除く。除草する。,,05,"<img src=""Lv05_0066.png"">","<img src=""Lv05_0066_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
耨る,耘る,Lv05_0066,くさぎる,,耘る・草切る・薅る・𫅿る,田畑の雑草を刈り除く。除草する。,,05,"<img src=""Lv05_0066.png"">","<img src=""Lv05_0066_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
薅る,耘る,Lv05_0066,くさぎる,,耘る・草切る・耨る・𫅿る,田畑の雑草を刈り除く。除草する。,,05,"<img src=""Lv05_0066.png"">","<img src=""Lv05_0066_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𫅿る,耘る,Lv05_0066,くさぎる,,耘る・草切る・耨る・薅る,田畑の雑草を刈り除く。除草する。,,05,"<img src=""Lv05_0066.png"">","<img src=""Lv05_0066_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
鏤める,,Lv05_0067,ちりばめる,,散りばめる,彫った所に金銀や宝石を一面にはめこむ。また、美しい言葉を散らして交える。,,05,"<img src=""Lv05_0067.png"">","<img src=""Lv05_0067_cropped.png"">",漢字でGO!-05
散りばめる,鏤める,Lv05_0067,ちりばめる,,鏤める,彫った所に金銀や宝石を一面にはめこむ。また、美しい言葉を散らして交える。,,05,"<img src=""Lv05_0067.png"">","<img src=""Lv05_0067_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
朮,,Lv05_0068,おけら,うけら,白朮,キク目キク科の多年草。「うけら」はオケラの古名。,昆虫の螻蛄(おけら)とは違うことに注意。,05,"<img src=""Lv05_0068.png"">","<img src=""Lv05_0068_cropped.png"">",漢字でGO!-05
白朮,朮,Lv05_0068,おけら,うけら,朮,キク目キク科の多年草。「うけら」はオケラの古名。,昆虫の螻蛄(おけら)とは違うことに注意。,05,"<img src=""Lv05_0068.png"">","<img src=""Lv05_0068_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
万年青,,Lv05_0069,おもと,,萬年青,スズラン亜科の常緑多年草。,,05,"<img src=""Lv05_0069.png"">","<img src=""Lv05_0069_cropped.png"">",漢字でGO!-05
萬年青,万年青,Lv05_0069,おもと,,万年青,スズラン亜科の常緑多年草。,,05,"<img src=""Lv05_0069.png"">","<img src=""Lv05_0069_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
褞袍,,Lv05_0070,どてら,,,大きめに作り、綿を厚く入れた&ruby{広袖}(ひろそで}の着物。防寒や寝具として使われる。,,05,"<img src=""Lv05_0070.png"">","<img src=""Lv05_0070_cropped.png"">",漢字でGO!-05
藺草,,Lv05_0071,いぐさ,りんそう,藺,イグサ科の単子葉植物。しばしば畳の材料として使用される。,,05,"<img src=""Lv05_0071.png"">","<img src=""Lv05_0071_cropped.png"">",漢字でGO!-05
藺,藺草,Lv05_0071,いぐさ,りんそう,藺草,イグサ科の単子葉植物。しばしば畳の材料として使用される。,,05,"<img src=""Lv05_0071.png"">","<img src=""Lv05_0071_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
虎落笛,,Lv05_0072,もがりぶえ,,,冬に吹く風が、柵や竹垣に吹き当たって笛のような音を出す現象。冬の季語。,,05,"<img src=""Lv05_0072.png"">","<img src=""Lv05_0072_cropped.png"">",漢字でGO!-05
宮古翡翠,,Lv05_0073,みやこしょうびん,,,ブッポウソウ目カワセミ科の小鳥。宮古島にのみ生息していたとされる。,,05,"<img src=""Lv05_0073.png"">","<img src=""Lv05_0073_cropped.png"">",漢字でGO!-05
陸蓮根,,Lv05_0074,おくら,,秋葵,アオイ科トロロアオイ属の植物。,,05,"<img src=""Lv05_0074.png"">","<img src=""Lv05_0074_cropped.png"">",漢字でGO!-05
秋葵,陸蓮根,Lv05_0074,おくら,,陸蓮根,アオイ科トロロアオイ属の植物。,,05,"<img src=""Lv05_0074.png"">","<img src=""Lv05_0074_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
玉蜀黍,,Lv05_0075,とうもろこし,,唐もろこし,イネ科の一年生植物。人間の食糧、家畜の肥料として使われる。,,05,"<img src=""Lv05_0075.png"">","<img src=""Lv05_0075_cropped.png"">",漢字でGO!-05
唐もろこし,玉蜀黍,Lv05_0075,とうもろこし,,玉蜀黍,イネ科の一年生植物。人間の食糧、家畜の肥料として使われる。,,05,"<img src=""Lv05_0075.png"">","<img src=""Lv05_0075_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
甘藷,,Lv05_0076,さつまいも,,薩摩芋,ヒルガオ科サツマイモ属の多年草植物。,,05,"<img src=""Lv05_0076.png"">","<img src=""Lv05_0076_cropped.png"">",漢字でGO!-05
薩摩芋,甘藷,Lv05_0076,さつまいも,,甘藷,ヒルガオ科サツマイモ属の多年草植物。,,05,"<img src=""Lv05_0076.png"">","<img src=""Lv05_0076_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
破落戸,,Lv05_0077,ごろつき,ならずもの,成らず者,あちこちをうろついて、他人の弱味につけこみ、嫌がらせなどをする悪者。,,05,"<img src=""Lv05_0077.png"">","<img src=""Lv05_0077_cropped.png"">",漢字でGO!-05
成らず者,破落戸,Lv05_0077,ごろつき,ならずもの,破落戸,あちこちをうろついて、他人の弱味につけこみ、嫌がらせなどをする悪者。,,05,"<img src=""Lv05_0077.png"">","<img src=""Lv05_0077_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
白膠木,,Lv05_0078,ぬるで,ぬりで,栲,ウルシ科ヌルデ属の落葉小高木。,,05,"<img src=""Lv05_0078.png"">","<img src=""Lv05_0078_cropped.png"">",漢字でGO!-05
栲,白膠木,Lv05_0078,ぬるで,ぬりで,白膠木,ウルシ科ヌルデ属の落葉小高木。,,05,"<img src=""Lv05_0078.png"">","<img src=""Lv05_0078_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
垂とする,,Lv05_0079,なんなんとする,,向とする,その状態に今にもなろうとする。,,05,"<img src=""Lv05_0079.png"">","<img src=""Lv05_0079_cropped.png"">",漢字でGO!-05
向とする,垂とする,Lv05_0079,なんなんとする,,垂とする,その状態に今にもなろうとする。,,05,"<img src=""Lv05_0079.png"">","<img src=""Lv05_0079_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
獄える,,Lv05_0080,うったえる,,訴える・訟える・讃える,有識者などに物事の是非の判断を求めて、申し出る。,,05,"<img src=""Lv05_0080.png"">","<img src=""Lv05_0080_cropped.png"">",漢字でGO!-05
訴える,獄える,Lv05_0080,うったえる,,獄える・訟える・讃える,有識者などに物事の是非の判断を求めて、申し出る。,,05,"<img src=""Lv05_0080.png"">","<img src=""Lv05_0080_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
訟える,獄える,Lv05_0080,うったえる,,獄える・訴える・讃える,有識者などに物事の是非の判断を求めて、申し出る。,,05,"<img src=""Lv05_0080.png"">","<img src=""Lv05_0080_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
讃える,獄える,Lv05_0080,うったえる,,獄える・訴える・訟える,有識者などに物事の是非の判断を求めて、申し出る。,,05,"<img src=""Lv05_0080.png"">","<img src=""Lv05_0080_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
狆,,Lv05_0081,ちん,,猧,日本原産の愛玩犬種。体臭が少なく、穏和な性格が特徴。,,05,"<img src=""Lv05_0081.png"">","<img src=""Lv05_0081_cropped.png"">",漢字でGO!-05
猧,狆,Lv05_0081,ちん,,狆,日本原産の愛玩犬種。体臭が少なく、穏和な性格が特徴。,,05,"<img src=""Lv05_0081.png"">","<img src=""Lv05_0081_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
物実,,Lv05_0082,ものざね,,物實,物事の元となるもの。物のたね。,,05,"<img src=""Lv05_0082.png"">","<img src=""Lv05_0082_cropped.png"">",漢字でGO!-05
物實,物実,Lv05_0082,ものざね,,物実,物事の元となるもの。物のたね。,,05,"<img src=""Lv05_0082.png"">","<img src=""Lv05_0082_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
水雲,,Lv05_0083,もずく,,海雲・海蘊,シオミドロ目ナガマツモ科の褐藻(かっそう)。,,05,"<img src=""Lv05_0083.png"">","<img src=""Lv05_0083_cropped.png"">",漢字でGO!-05
海雲,水雲,Lv05_0083,もずく,,水雲・海蘊,シオミドロ目ナガマツモ科の褐藻(かっそう)。,,05,"<img src=""Lv05_0083.png"">","<img src=""Lv05_0083_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
海蘊,水雲,Lv05_0083,もずく,,水雲・海雲,シオミドロ目ナガマツモ科の褐藻(かっそう)。,,05,"<img src=""Lv05_0083.png"">","<img src=""Lv05_0083_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
袂貝,,Lv05_0084,たもとがい,,,タモトガイ科、またはフトコロガイ科の小形の巻き貝。,,05,"<img src=""Lv05_0084.png"">","<img src=""Lv05_0084_cropped.png"">",漢字でGO!-05
縹色,,Lv05_0085,はなだいろ,,,藍色より薄く、浅葱(あさぎ)色より濃い青色。,,05,"<img src=""Lv05_0085.png"">","<img src=""Lv05_0085_cropped.png"">",漢字でGO!-05
朱殷,,Lv05_0086,しゅあん,,,時間が経って古くなった血のような朱色。,,05,"<img src=""Lv05_0086.png"">","<img src=""Lv05_0086_cropped.png"">",漢字でGO!-05
諱,,Lv05_0087,いみな,,,死者の生前の名前。,,05,"<img src=""Lv05_0087.png"">","<img src=""Lv05_0087_cropped.png"">",漢字でGO!-05
諡,,Lv05_0088,おくりな,,贈り名・謚󠄃,主に貴人などの死後に奉る、生前の事績への評価に基づく名前のこと。,,05,"<img src=""Lv05_0088.png"">","<img src=""Lv05_0088_cropped.png"">",漢字でGO!-05
贈り名,諡,Lv05_0088,おくりな,,諡・謚󠄃,主に貴人などの死後に奉る、生前の事績への評価に基づく名前のこと。,,05,"<img src=""Lv05_0088.png"">","<img src=""Lv05_0088_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
謚󠄃,諡,Lv05_0088,おくりな,,諡・贈り名,主に貴人などの死後に奉る、生前の事績への評価に基づく名前のこと。,,05,"<img src=""Lv05_0088.png"">","<img src=""Lv05_0088_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
葡萄色,,Lv05_0089,えびいろ,,,山葡萄の熟した実のような暗い赤紫色。,,05,"<img src=""Lv05_0089.png"">","<img src=""Lv05_0089_cropped.png"">",漢字でGO!-05
緑啄木鳥,,Lv05_0090,あおげら,,,キツツキ目キツツキ科の鳥。日本固有種。,,05,"<img src=""Lv05_0090.png"">","<img src=""Lv05_0090_cropped.png"">",漢字でGO!-05
忍冬,,Lv05_0091,すいかずら,,吸葛,スイカズラ科の常緑つる性低木。,,05,"<img src=""Lv05_0091.png"">","<img src=""Lv05_0091_cropped.png"">",漢字でGO!-05
吸葛,忍冬,Lv05_0091,すいかずら,,忍冬,スイカズラ科の常緑つる性低木。,,05,"<img src=""Lv05_0091.png"">","<img src=""Lv05_0091_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
緯,,Lv05_0092,よこいと,,横糸,織物で、幅の方向に通っている糸。,,05,"<img src=""Lv05_0092.png"">","<img src=""Lv05_0092_cropped.png"">",漢字でGO!-05
横糸,緯,Lv05_0092,よこいと,,緯,織物で、幅の方向に通っている糸。,,05,"<img src=""Lv05_0092.png"">","<img src=""Lv05_0092_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
撫牛子駅,,Lv05_0093,ないじょうし駅,,,青森県弘前(ひろさき)市に位置する駅。,,05,"<img src=""Lv05_0093.png"">","<img src=""Lv05_0093_cropped.png"">",漢字でGO!-05
殯する,,Lv05_0094,かりもがりする,,殡する,貴人の遺体を棺(ひつぎ)に納め、仮に安置して祀(まつ)る。通夜(つや)の原型ともいわれている。,,05,"<img src=""Lv05_0094.png"">","<img src=""Lv05_0094_cropped.png"">",漢字でGO!-05
殡する,殯する,Lv05_0094,かりもがりする,,殯する,貴人の遺体を棺(ひつぎ)に納め、仮に安置して祀(まつ)る。通夜(つや)の原型ともいわれている。,,05,"<img src=""Lv05_0094.png"">","<img src=""Lv05_0094_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
薨る,,Lv05_0095,みまかる,,身罷る,死去することの雅語的な言い方。,,05,"<img src=""Lv05_0095.png"">","<img src=""Lv05_0095_cropped.png"">",漢字でGO!-05
身罷る,薨る,Lv05_0095,みまかる,,薨る,死去することの雅語的な言い方。,,05,"<img src=""Lv05_0095.png"">","<img src=""Lv05_0095_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
嗄れる,,Lv05_0096,しわがれる,しゃがれる・かれる,,声がかすれる。,,05,"<img src=""Lv05_0096.png"">","<img src=""Lv05_0096_cropped.png"">",漢字でGO!-05
明白,,Lv05_0097,あからさま,,白地・明ら様・咋・偸閑,ありのままに表すさま。露骨なさま。また、にわかに。一時的に。,,05,"<img src=""Lv05_0097.png"">","<img src=""Lv05_0097_cropped.png"">",漢字でGO!-05
白地,明白,Lv05_0097,あからさま,,明白・明ら様・咋・偸閑,ありのままに表すさま。露骨なさま。また、にわかに。一時的に。,,05,"<img src=""Lv05_0097.png"">","<img src=""Lv05_0097_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
明ら様,明白,Lv05_0097,あからさま,,明白・白地・咋・偸閑,ありのままに表すさま。露骨なさま。また、にわかに。一時的に。,,05,"<img src=""Lv05_0097.png"">","<img src=""Lv05_0097_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
咋,明白,Lv05_0097,あからさま,,明白・白地・明ら様・偸閑,ありのままに表すさま。露骨なさま。また、にわかに。一時的に。,,05,"<img src=""Lv05_0097.png"">","<img src=""Lv05_0097_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
偸閑,明白,Lv05_0097,あからさま,,明白・白地・明ら様・咋,ありのままに表すさま。露骨なさま。また、にわかに。一時的に。,,05,"<img src=""Lv05_0097.png"">","<img src=""Lv05_0097_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
交喙,,Lv05_0098,いすか,,鶍・𬷢,スズメ目アトリ科の鳥。本来は、ねじれてかみ合わないことの意。,,05,"<img src=""Lv05_0098.png"">","<img src=""Lv05_0098_cropped.png"">",漢字でGO!-05
鶍,交喙,Lv05_0098,いすか,,交喙・𬷢,スズメ目アトリ科の鳥。本来は、ねじれてかみ合わないことの意。,,05,"<img src=""Lv05_0098.png"">","<img src=""Lv05_0098_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𬷢,交喙,Lv05_0098,いすか,,交喙・鶍,スズメ目アトリ科の鳥。本来は、ねじれてかみ合わないことの意。,,05,"<img src=""Lv05_0098.png"">","<img src=""Lv05_0098_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
斫り,,Lv05_0099,はつり,,削り,工事現場などで、コンクリート製のものを形を整えるため壊したり削ったりすること。,,05,"<img src=""Lv05_0099.png"">","<img src=""Lv05_0099_cropped.png"">",漢字でGO!-05
削り,斫り,Lv05_0099,はつり,,斫り,工事現場などで、コンクリート製のものを形を整えるため壊したり削ったりすること。,,05,"<img src=""Lv05_0099.png"">","<img src=""Lv05_0099_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
鑿,,Lv05_0100,のみ,さく,銶,木材や石材などに穴をあける工具。,,05,"<img src=""Lv05_0100.png"">","<img src=""Lv05_0100_cropped.png"">",漢字でGO!-05
銶,鑿,Lv05_0100,のみ,さく,鑿,木材や石材などに穴をあける工具。,,05,"<img src=""Lv05_0100.png"">","<img src=""Lv05_0100_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
鏖,,Lv05_0101,みなごろし,,皆殺し・䥝,一人も残さずに殺すこと。,,05,"<img src=""Lv05_0101.png"">","<img src=""Lv05_0101_cropped.png"">",漢字でGO!-05
皆殺し,鏖,Lv05_0101,みなごろし,,鏖・䥝,一人も残さずに殺すこと。,,05,"<img src=""Lv05_0101.png"">","<img src=""Lv05_0101_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
䥝,鏖,Lv05_0101,みなごろし,,鏖・皆殺し,一人も残さずに殺すこと。,,05,"<img src=""Lv05_0101.png"">","<img src=""Lv05_0101_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
敷衍,,Lv05_0102,ふえん,,布衍・敷延,談話時などに、趣旨や意味を押し広げて詳しく説明すること。,,05,"<img src=""Lv05_0102.png"">","<img src=""Lv05_0102_cropped.png"">",漢字でGO!-05
布衍,敷衍,Lv05_0102,ふえん,,敷衍・敷延,談話時などに、趣旨や意味を押し広げて詳しく説明すること。,,05,"<img src=""Lv05_0102.png"">","<img src=""Lv05_0102_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
敷延,敷衍,Lv05_0102,ふえん,,敷衍・布衍,談話時などに、趣旨や意味を押し広げて詳しく説明すること。,,05,"<img src=""Lv05_0102.png"">","<img src=""Lv05_0102_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
扛秤,,Lv05_0103,ちぎり,ちきり,杠秤・杠,竿に棒を通し、二人で担って量る秤(はかり)。,「ちぎ」「ちぎばかり」とも。,05,"<img src=""Lv05_0103.png"">","<img src=""Lv05_0103_cropped.png"">",漢字でGO!-05
杠秤,扛秤,Lv05_0103,ちぎり,ちきり,扛秤・杠,竿に棒を通し、二人で担って量る秤(はかり)。,「ちぎ」「ちぎばかり」とも。,05,"<img src=""Lv05_0103.png"">","<img src=""Lv05_0103_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
杠,扛秤,Lv05_0103,ちぎり,ちきり,扛秤・杠秤,竿に棒を通し、二人で担って量る秤(はかり)。,「ちぎ」「ちぎばかり」とも。,05,"<img src=""Lv05_0103.png"">","<img src=""Lv05_0103_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
雨虎,,Lv05_0104,あめふらし,,雨降・雨降らし・海兎,腹足(ふくそく)綱後鰓(こうさい)類の軟体動物の総称。地域によってはウミウシと呼称する。,,05,"<img src=""Lv05_0104.png"">","<img src=""Lv05_0104_cropped.png"">",漢字でGO!-05
雨降,雨虎,Lv05_0104,あめふらし,,雨虎・雨降らし・海兎,腹足(ふくそく)綱後鰓(こうさい)類の軟体動物の総称。地域によってはウミウシと呼称する。,,05,"<img src=""Lv05_0104.png"">","<img src=""Lv05_0104_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
